0,1,2,3,4,5,6,7,8,9,Avg
36.190666666666665,35.112,35.550666666666665,35.88066666666667,36.12733333333333,36.13933333333333,36.244,36.15466666666667,36.153999999999996,36.230000000000004,35.97833333333333
