Method,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Avg
recur20-mytta-stmem,34.83,33.27,33.37,33.59,33.52,33.6,33.61,33.6,33.56,33.67,33.61,33.57,33.63,33.51,33.49,33.55,33.55,33.57,33.41,33.52,33.6
