Method,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Avg
mytta--b64-cap32-#b5-thr03,24.61,23.91,22.85,22.06,22.74,22.31,22.85,22.43,22.76,23.32,22.69,22.74,22.93,22.24,22.02,22.33,22.13,22.44,22.53,23.01,22.74
